Category,Response,Sensorimotor.version,Item.number,Participant,Trial.no.,Rank,Production.frequency,Mean.rank,First.rank.frequency,LgSUBTLWF,Sensorimotor.proximity,Linguistic.proximity
healthcare profession,gynaecologist,gynecologist,9663,60,32,5,6,7.166666667,NA,1.34,0.907945241,0
healthcare profession,midwife,midwife,4889,27,2,3,3,3.666666667,NA,1.48,0.941489856,0
healthcare profession,nurse,nurse,3913,63,11,2,18,1.777777778,6,3.36,0.984238942,8.29995811
healthcare profession,optician,optician,12313,51,12,7,4,10.25,NA,0.7,0.850765072,0
healthcare profession,paediatrician,pediatrician,10248,18,25,6,7,6.571428571,NA,0.85,0.980260599,0
healthcare profession,pharmacist,pharmacist,11259,63,11,6,2,6,NA,1.9,0.914898711,0
healthcare profession,physio,physiotherapist,12890,18,25,8,2,6.5,NA,0.95,0.918682549,0
healthcare profession,psychiatrist,psychiatrist,9963,72,8,5,5,8.4,NA,2.79,0.847581628,0
healthcare profession,psychologist,psychologist,4998,30,3,3,5,6.8,NA,2.26,0.915105147,0
healthcare profession,radiologist,radiologist,12790,78,2,7,2,6,NA,1.32,0.961441926,0
healthcare profession,surgeon,surgeon,5851,57,19,3,11,4.545454545,NA,2.92,0.899857737,0
healthcare profession,therapist,therapist,15866,36,11,12,4,8.25,NA,2.69,0.924608118,0
herb,basil,basil,1874,69,22,1,10,2.9,4,1.85,0.977932597,7.030071428
herb,cinnamon,cinnamon,8267,72,26,4,2,5,NA,2.18,0.947333982,0
herb,coriander,cilantro,2559,24,14,2,9,4.222222222,1,0.7,0.984687161,7.57635346
herb,dill,dill,5202,36,34,3,3,3.333333333,1,1.96,0.900213914,7.907132473
herb,garlic,garlic,11077,54,26,6,2,3.5,1,2.49,0.986843712,5.860594081
herb,lavender,lavender,13223,36,34,8,2,5.5,NA,2.02,0.867171975,5.958778078
herb,mint,mint,1577,60,27,1,8,4.125,1,2.44,0.965145724,6.843553677
herb,oregano,oregano,1003,45,11,1,9,3.111111111,2,1.63,0.983817701,9.315391439
herb,parsley,parsley,5746,54,26,3,10,3.1,2,1.64,0.988037405,7.477979284
herb,pepper,pepper,6504,78,11,3,3,3.666666667,NA,2.65,0.983800333,4.924276764
herb,rosemary,rosemary,8163,69,22,4,11,4.090909091,NA,2.4,0.987005094,6.381724387
herb,sage,sage,3151,42,2,2,4,4.75,1,1.95,0.944955897,7.579003039
herb,salt,salt,4399,78,11,2,2,3,NA,3,0.924621977,1.89612645
herb,thyme,thyme,5642,51,31,3,11,3.818181818,2,1.04,0.9768974,7.844892854
human dwelling,apartment,apartment,8457,79,2,4,4,4.75,NA,3.63,0.93964899,0
human dwelling,attic,attic,11650,80,18,6,2,5,NA,2.6,0.891297211,0
human dwelling,bungalow,bungalow,10142,79,2,5,7,4.428571429,NA,1.93,0.878522634,0
human dwelling,caravan,caravan,9311,46,10,5,4,6.25,NA,1.88,0.874556243,0
human dwelling,castle,castle,4484,80,18,2,2,5,NA,3.04,0.778335736,0
human dwelling,caves,cave,12760,76,23,7,2,5.5,NA,2.31,0.909274401,8.007778346
human dwelling,cottage,cottage,6534,79,2,3,2,2,1,2.43,0.905331543,0
human dwelling,flat,apartment,4336,76,23,2,4,2.5,NA,3.13,0.93964899,0
human dwelling,hotel,hotel,10909,46,10,6,2,7,NA,3.72,0.940669685,0
human dwelling,house,house,319,25,9,1,11,1.090909091,10,4.42,0.925203166,0
human dwelling,hut,hut,2820,31,10,2,3,4.666666667,NA,2.83,0.828802263,0
human dwelling,igloo,igloo,4014,67,10,2,3,3.333333333,NA,1.2,0.831762056,0
human dwelling,mansion,mansion,3625,55,15,2,5,3.2,NA,2.52,0.924981488,0
human dwelling,mobile home,trailer,6446,76,23,3,2,4.5,NA,4.604127801,0.928871025,0
human dwelling,tent,tent,2256,80,18,1,4,3.25,1,2.95,0.883478949,0
infectious disease,aids,aids,1485,58,10,1,4,1.75,2,1.74,0.956940374,25.36556912
infectious disease,chickenpox,chickenpox,11790,22,5,7,6,3.833333333,NA,1.38,0.927581586,0
infectious disease,cholera,cholera,1042,46,14,1,3,2.666666667,1,1.76,0.969002797,63.00395189
infectious disease,cold,cold,930,43,14,1,4,1.25,3,3.82,0.916312429,0.853045396
infectious disease,common cold,common cold,1149,49,14,1,3,2,1,3.949282744,0.953240614,12.51137381
infectious disease,flu,flu,3198,43,14,2,5,1.4,3,2.65,0.943384032,25.95787737
infectious disease,malaria,malaria,5793,55,35,3,3,3.666666667,NA,1.93,0.981473239,42.85170634
infectious disease,measles,measles,11898,25,27,7,3,6,NA,2.03,0.924418303,63.92022948
infectious disease,mumps,mumps,8373,76,25,4,2,5,NA,1.79,0.962411859,0
infectious disease,plague,plague,1611,61,22,1,2,1.5,1,2.63,0.970079911,28.56537583
infectious disease,tonsillitis,tonsillitis,3404,49,14,2,3,3.666666667,NA,0.3,0.823474259,0
injury,break,break,8916,29,19,5,3,3.333333333,NA,4.05,0.908547671,0.181793547
injury,broken,broken,12261,47,4,7,2,5.5,NA,3.56,0.902812123,2.959467772
injury,bruise,bruise,6381,74,34,3,8,4,NA,2.22,0.978372968,3.810567142
injury,bruises,bruise,4852,26,4,3,3,4.666666667,NA,2.43,0.978372968,2.426517335
injury,burn,burn,260,23,28,1,2,1,2,3.45,0.927612792,0.730478029
injury,concussion,concussion,10556,29,19,6,2,3.5,1,2.36,0.718367557,5.863462091
injury,cut,cut,8078,65,36,4,11,3,2,4.07,0.919621883,0.347893106
injury,cuts,cut,11344,68,27,6,3,3,1,2.77,0.919621883,0
injury,fracture,fracture,3784,59,35,2,4,2.25,NA,2.42,0.905186139,5.325140315
injury,fractures,fracture,12601,68,27,7,2,6,NA,2.13,0.905186139,5.703357541
injury,graze,graze,6020,62,34,3,2,4,NA,1.6,0.832107273,2.63424437
injury,head,head,2868,32,21,2,3,2.666666667,NA,4.28,0.745096975,4.869440632
injury,scab,scab,10755,38,24,6,2,5,NA,1.52,0.880843306,0
injury,sprain,sprain,4977,29,19,3,4,2,2,1.64,0.955870999,6.132495237
injury,sprains,sprain,11760,20,37,7,2,4.5,NA,0.95,0.955870999,7.366960491
injury,strain,strain,4001,65,36,2,2,3.5,NA,2.56,0.96426607,4.873760969
injury,wound,wound,596,32,21,1,2,2,1,3.13,0.985844894,3.737889638
insect,ant,ant,3865,61,39,2,8,2.75,1,2.44,0.877122885,6.779332912
insect,ants,ant,4013,67,9,2,2,3.5,NA,2.56,0.877122885,6.063305208
insect,bee,bee,10853,43,21,6,10,6.5,1,2.72,0.926010659,2.682381828
insect,beetle,beetle,9397,49,34,5,5,7,NA,2.03,0.936144353,7.14661242
insect,beetles,beetle,3959,64,27,2,3,2.333333333,1,1.82,0.936144353,0
insect,bumblebee,bumblebee,10807,40,27,6,3,6,NA,1.53,0.943494467,7.547427019
insect,butterfly,butterfly,15491,49,34,11,7,6,NA,2.45,0.807582065,7.162707663
insect,caterpillar,caterpillar,14918,49,34,10,3,6,NA,1.76,0.805479577,4.004150421
insect,centipede,centipede,13375,49,34,8,7,6.571428571,2,1.36,0.871370386,7.976738649
insect,cockroach,cockroach,8961,31,12,5,9,4.666666667,NA,2.24,0.881812298,8.327645811
insect,cockroaches,cockroach,3138,40,27,2,3,4.333333333,NA,2.16,0.881812298,0
insect,cricket,cricket,10168,79,34,5,4,4.5,1,2.16,0.940451965,3.955884947
insect,dragonfly,dragonfly,12836,79,34,7,3,6.666666667,NA,2.16,0.860485835,7.869355114
insect,dung beetle,beetle,14284,55,30,9,2,6.5,NA,2.297438805,0.936144353,12.59055242
insect,earwig,earwig,16119,79,34,12,2,11.5,NA,0.78,0.854090985,0
insect,fly,fly,8598,19,17,5,9,4.111111111,1,3.64,0.956639887,4.38462143
insect,grasshopper,grasshopper,1501,58,26,1,8,4.375,1,1.68,0.920858304,8.842218984
insect,housefly,housefly,6134,67,9,3,2,4.5,NA,1,0.904625366,0
insect,ladybird,ladybird,1921,70,30,1,6,4,2,0.9,0.881585283,5.031028805
insect,mosquito,mosquito,15718,80,23,11,3,5.333333333,1,1.97,0.974387055,8.285153729
insect,moth,moth,14579,80,23,9,5,7.2,NA,2.07,0.823695983,7.368287796
insect,scorpions,scorpion,11310,67,9,6,2,7,NA,1.83,0.892426858,0
insect,spider,spider,4598,19,17,3,12,3.166666667,4,2.71,0.832933747,5.472262707
insect,spiders,spider,12574,67,9,7,2,4,1,2.36,0.832933747,3.27661424
